txn_id,user_id,merchant_id,txn_timestamp,txn_date,txn_hour,txn_day_of_week,amount,merchant_category,payment_mode,device_id,is_new_device,is_fraud,fraud_type
TXN-00021,USR-0175,MRC-0158,2023-07-25 22:50:26,2023-07-25,22,TUE,12127.1,RETAIL,COLLECT_REQUEST,DEV-69833,True,False,
TXN-00022,USR-0449,MRC-0205,2024-03-17 10:08:55,2024-03-17,10,SUN,3957.61,GAMING,UPI_ID,DEV-10531,False,False,
TXN-00023,USR-0231,MRC-0122,2023-11-23 09:56:48,2023-11-23,9,THU,63960.97,FOOD,UPI_QR,DEV-45836,True,False,
TXN-00024,USR-0385,MRC-0104,2023-09-27 17:28:19,2023-09-27,17,WED,12173.42,RETAIL,UPI_QR,DEV-66796,False,True,MERCHANT_FRAUD
TXN-00025,USR-0244,MRC-0202,2024-03-22 05:27:47,2024-03-22,5,FRI,34829.52,FUEL,UPI_QR,DEV-39425,True,False,
TXN-00026,USR-0252,MRC-0298,2023-12-17 08:33:08,2023-12-17,8,SUN,26804.7,RETAIL,UPI_ID,DEV-34538,True,False,
TXN-00027,USR-0215,MRC-0169,2023-04-04 09:55:20,2023-04-04,9,TUE,29470.02,FUEL,UPI_ID,DEV-22705,True,False,
TXN-00028,USR-0404,MRC-0272,2023-12-12 01:20:11,2023-12-12,1,TUE,33700.54,FUEL,COLLECT_REQUEST,DEV-97158,True,False,
TXN-00029,USR-0124,MRC-0201,2023-05-18 10:36:27,2023-05-18,10,THU,28155.21,CRYPTO_EXCHANGE,UPI_QR,DEV-59023,True,False,
TXN-00030,USR-0292,MRC-0201,2023-11-06 22:18:43,2023-11-06,22,MON,52696.33,CRYPTO_EXCHANGE,UPI_QR,DEV-39507,True,False,
TXN-00031,USR-0083,MRC-0142,2023-08-26 14:48:11,2023-08-26,14,SAT,20276.81,FOOD,COLLECT_REQUEST,DEV-31672,True,False,
TXN-00032,USR-0218,MRC-0269,2024-01-07 00:15:06,2024-01-07,0,SUN,67570.18,CRYPTO_EXCHANGE,UPI_QR,DEV-68289,True,False,
TXN-00033,USR-0407,MRC-0080,2023-04-10 13:48:56,2023-04-10,13,MON,82736.03,RETAIL,COLLECT_REQUEST,DEV-33996,True,False,
TXN-00034,USR-0091,MRC-0209,2023-11-25 21:38:21,2023-11-25,21,SAT,21435.91,FUEL,COLLECT_REQUEST,DEV-15052,True,False,
TXN-00035,USR-0283,MRC-0023,2023-09-29 11:08:27,2023-09-29,11,FRI,59753.97,FUEL,UPI_ID,DEV-41882,True,False,
TXN-00036,USR-0285,MRC-0068,2024-02-27 19:06:56,2024-02-27,19,TUE,14899.53,FOOD,COLLECT_REQUEST,DEV-11204,True,False,
TXN-00037,USR-0254,MRC-0008,2023-06-21 16:28:11,2023-06-21,16,WED,2283.29,FUEL,UPI_ID,DEV-28850,True,False,
TXN-00038,USR-0199,MRC-0120,2023-08-25 00:17:25,2023-08-25,0,FRI,56378.34,GAMING,UPI_ID,DEV-87425,True,False,
TXN-00039,USR-0121,MRC-0209,2023-05-20 21:43:36,2023-05-20,21,SAT,35421.14,FUEL,UPI_QR,DEV-89161,True,False,
TXN-00040,USR-0259,MRC-0185,2023-06-29 12:49:39,2023-06-29,12,THU,11341.11,GAMING,COLLECT_REQUEST,DEV-13813,True,False,
TXN-00041,USR-0310,MRC-0102,2023-10-18 00:36:07,2023-10-18,0,WED,42425.04,FOOD,UPI_QR,DEV-40042,True,False,
TXN-00042,USR-0039,MRC-0059,2024-02-06 02:15:17,2024-02-06,2,TUE,148543.42,FOOD,UPI_ID,DEV-37519,True,True,DORMANT_SPIKE
TXN-00043,USR-0051,MRC-0127,2024-03-29 23:49:01,2024-03-29,23,FRI,532.9,TRAVEL,UPI_ID,DEV-46017,True,False,
TXN-00044,USR-0220,MRC-0252,2023-10-01 19:21:00,2023-10-01,19,SUN,83485.41,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-68194,True,False,
TXN-00045,USR-0192,MRC-0220,2024-02-26 18:51:33,2024-02-26,18,MON,6337.21,TRAVEL,UPI_QR,DEV-19728,True,False,
TXN-00046,USR-0074,MRC-0221,2023-12-17 01:33:33,2023-12-17,1,SUN,60013.06,GAMING,COLLECT_REQUEST,DEV-52664,True,False,
TXN-00047,USR-0329,MRC-0149,2023-12-18 14:30:38,2023-12-18,14,MON,43706.61,FUEL,UPI_QR,DEV-71893,False,False,
TXN-00048,USR-0080,MRC-0119,2023-10-28 15:24:46,2023-10-28,15,SAT,14616.14,TRAVEL,COLLECT_REQUEST,DEV-57575,True,False,
TXN-00049,USR-0119,MRC-0196,2023-04-02 04:49:59,2023-04-02,4,SUN,11082.92,FUEL,UPI_ID,DEV-97160,True,False,
TXN-00050,USR-0435,MRC-0210,2023-06-06 04:09:38,2023-06-06,4,TUE,75989.53,FOOD,COLLECT_REQUEST,DEV-42484,True,False,
TXN-00051,USR-0291,MRC-0052,2024-01-01 21:35:50,2024-01-01,21,MON,8419.48,FOOD,UPI_ID,DEV-15112,True,False,
TXN-00052,USR-0158,MRC-0165,2023-04-01 00:09:42,2023-04-01,0,SAT,5475.43,FOOD,UPI_ID,DEV-26354,True,False,
TXN-00053,USR-0375,MRC-0090,2023-05-06 19:32:26,2023-05-06,19,SAT,26465.56,RETAIL,UPI_ID,DEV-30750,True,False,
TXN-00054,USR-0167,MRC-0167,2024-02-11 00:24:17,2024-02-11,0,SUN,1994.38,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-35977,True,False,
TXN-00055,USR-0439,MRC-0253,2023-09-28 19:58:10,2023-09-28,19,THU,3111.03,GAMING,UPI_ID,DEV-49294,True,False,
TXN-00056,USR-0439,MRC-0045,2023-04-01 09:08:57,2023-04-01,9,SAT,6964.2,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-49294,False,False,
TXN-00057,USR-0063,MRC-0248,2023-09-15 12:01:01,2023-09-15,12,FRI,13084.9,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-29250,True,False,
TXN-00058,USR-0266,MRC-0168,2023-10-01 18:40:58,2023-10-01,18,SUN,66225.65,FUEL,COLLECT_REQUEST,DEV-25507,True,False,
TXN-00059,USR-0270,MRC-0170,2023-05-26 16:43:50,2023-05-26,16,FRI,30320.19,FUEL,UPI_QR,DEV-62493,True,False,
TXN-00060,USR-0079,MRC-0011,2024-01-03 21:15:22,2024-01-03,21,WED,19365.58,GAMING,UPI_ID,DEV-86162,True,False,
TXN-00061,USR-0147,MRC-0185,2023-11-25 14:38:09,2023-11-25,14,SAT,31746.42,GAMING,UPI_QR,DEV-50335,True,False,
TXN-00062,USR-0497,MRC-0297,2023-09-05 10:22:50,2023-09-05,10,TUE,8238.35,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-84506,True,False,
TXN-00063,USR-0474,MRC-0005,2023-04-21 10:25:00,2023-04-21,10,FRI,67353.89,FOOD,COLLECT_REQUEST,DEV-48423,True,False,
TXN-00064,USR-0197,MRC-0138,2024-02-18 00:15:05,2024-02-18,0,SUN,12116.95,FOOD,UPI_ID,DEV-48161,True,False,
TXN-00065,USR-0109,MRC-0026,2023-05-21 14:53:06,2023-05-21,14,SUN,71542.61,GAMING,UPI_ID,DEV-89865,True,False,
TXN-00066,USR-0279,MRC-0260,2024-02-04 06:25:46,2024-02-04,6,SUN,27084.42,RETAIL,UPI_QR,DEV-85211,True,False,
TXN-00067,USR-0262,MRC-0095,2023-08-20 19:56:08,2023-08-20,19,SUN,27923.91,FUEL,UPI_QR,DEV-21175,True,False,
TXN-00068,USR-0414,MRC-0233,2023-09-23 00:55:10,2023-09-23,0,SAT,24047.52,GAMING,UPI_QR,DEV-78184,True,False,
TXN-00069,USR-0487,MRC-0278,2023-11-05 06:04:58,2023-11-05,6,SUN,9701.07,FOOD,UPI_QR,DEV-10781,True,False,
TXN-00070,USR-0320,MRC-0246,2024-02-18 09:38:17,2024-02-18,9,SUN,151.6,TRAVEL,UPI_ID,DEV-91546,True,True,VELOCITY
TXN-00071,USR-0302,MRC-0179,2024-02-18 00:09:35,2024-02-18,0,SUN,48868.33,GAMING,UPI_ID,DEV-87169,True,False,
TXN-00072,USR-0352,MRC-0080,2023-11-23 23:31:45,2023-11-23,23,THU,38.59,RETAIL,UPI_ID,DEV-67232,True,True,VELOCITY
TXN-00073,USR-0304,MRC-0247,2024-02-07 16:58:39,2024-02-07,16,WED,55048.17,FUEL,UPI_ID,DEV-78159,True,False,
TXN-00074,USR-0068,MRC-0262,2023-09-10 02:24:49,2023-09-10,2,SUN,14529.24,CRYPTO_EXCHANGE,UPI_QR,DEV-48081,True,False,
TXN-00075,USR-0194,MRC-0012,2023-07-05 22:01:18,2023-07-05,22,WED,25652.32,FUEL,COLLECT_REQUEST,DEV-58920,False,False,
TXN-00076,USR-0267,MRC-0141,2023-04-08 18:29:56,2023-04-08,18,SAT,22732.52,FUEL,UPI_ID,DEV-11165,True,False,
TXN-00077,USR-0042,MRC-0245,2024-02-29 23:28:32,2024-02-29,23,THU,85977.05,GAMING,COLLECT_REQUEST,DEV-31835,True,False,
TXN-00078,USR-0321,MRC-0262,2023-04-25 02:08:27,2023-04-25,2,TUE,13401.4,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-33465,True,False,
TXN-00079,USR-0180,MRC-0077,2023-09-23 11:27:21,2023-09-23,11,SAT,42015.14,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-20969,True,False,
TXN-00080,USR-0136,MRC-0260,2024-03-21 01:17:42,2024-03-21,1,THU,29642.68,RETAIL,UPI_QR,DEV-40510,True,False,
TXN-00081,USR-0233,MRC-0233,2023-06-17 06:16:29,2023-06-17,6,SAT,48435.42,GAMING,UPI_ID,DEV-37756,True,False,
TXN-00082,USR-0135,MRC-0011,2023-12-02 15:25:00,2023-12-02,15,SAT,13324.8,GAMING,UPI_ID,DEV-63693,True,False,
TXN-00083,USR-0375,MRC-0092,2023-08-13 14:48:30,2023-08-13,14,SUN,26447.96,GAMING,COLLECT_REQUEST,DEV-30750,False,False,
TXN-00084,USR-0122,MRC-0142,2023-11-13 01:18:10,2023-11-13,1,MON,246303.04,FOOD,UPI_ID,DEV-30896,True,True,DORMANT_SPIKE
TXN-00085,USR-0361,MRC-0215,2023-09-07 23:52:24,2023-09-07,23,THU,14777.93,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-81325,True,False,
TXN-00086,USR-0088,MRC-0223,2023-10-30 08:16:15,2023-10-30,8,MON,2723.5,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-89487,True,False,
TXN-00087,USR-0480,MRC-0144,2023-10-05 21:51:47,2023-10-05,21,THU,72166.24,FOOD,COLLECT_REQUEST,DEV-11974,True,False,
TXN-00088,USR-0308,MRC-0081,2023-10-13 07:04:42,2023-10-13,7,FRI,15080.27,CRYPTO_EXCHANGE,UPI_QR,DEV-94672,True,False,
TXN-00089,USR-0473,MRC-0017,2024-01-06 16:01:18,2024-01-06,16,SAT,33964.3,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-25635,True,False,
TXN-00090,USR-0450,MRC-0161,2024-03-11 18:51:06,2024-03-11,18,MON,21396.58,RETAIL,UPI_QR,DEV-88486,True,False,
TXN-00091,USR-0481,MRC-0105,2023-12-21 09:15:53,2023-12-21,9,THU,54447.38,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-26134,True,False,
TXN-00092,USR-0445,MRC-0066,2023-10-28 07:03:24,2023-10-28,7,SAT,45797.01,GAMING,UPI_QR,DEV-68500,True,False,
TXN-00093,USR-0104,MRC-0191,2023-06-03 23:46:44,2023-06-03,23,SAT,45994.37,TRAVEL,UPI_QR,DEV-82142,True,False,
TXN-00094,USR-0225,MRC-0268,2023-11-06 08:46:17,2023-11-06,8,MON,31930.12,CRYPTO_EXCHANGE,UPI_ID,DEV-13764,True,False,
TXN-00095,USR-0267,MRC-0286,2023-10-28 13:44:15,2023-10-28,13,SAT,26877.76,FOOD,UPI_ID,DEV-11165,False,False,
TXN-00096,USR-0180,MRC-0250,2024-02-16 09:26:22,2024-02-16,9,FRI,43526.45,GAMING,UPI_ID,DEV-20969,False,False,
TXN-00097,USR-0123,MRC-0088,2023-07-18 16:10:49,2023-07-18,16,TUE,14035.57,RETAIL,COLLECT_REQUEST,DEV-94662,True,False,
TXN-00098,USR-0064,MRC-0218,2023-04-26 09:11:21,2023-04-26,9,WED,21557.77,GAMING,COLLECT_REQUEST,DEV-57915,True,False,
TXN-00099,USR-0204,MRC-0175,2024-03-10 23:55:07,2024-03-10,23,SUN,30149.64,RETAIL,UPI_ID,DEV-92743,True,False,
TXN-00100,USR-0201,MRC-0048,2023-10-07 11:24:55,2023-10-07,11,SAT,43848.04,FUEL,UPI_ID,DEV-35012,True,False,
TXN-00101,USR-0288,MRC-0086,2023-08-07 15:42:27,2023-08-07,15,MON,85755.76,TRAVEL,COLLECT_REQUEST,DEV-96034,True,False,
TXN-00102,USR-0316,MRC-0080,2024-01-20 04:03:36,2024-01-20,4,SAT,9429.42,RETAIL,COLLECT_REQUEST,DEV-82328,True,False,
TXN-00103,USR-0038,MRC-0184,2023-11-30 03:21:20,2023-11-30,3,THU,60292.85,GAMING,UPI_QR,DEV-38572,True,False,
TXN-00104,USR-0290,MRC-0138,2024-01-20 08:21:51,2024-01-20,8,SAT,7037.62,FOOD,UPI_QR,DEV-35904,True,False,
TXN-00105,USR-0386,MRC-0214,2023-04-27 13:33:00,2023-04-27,13,THU,3206.2,FUEL,UPI_QR,DEV-45638,True,False,
TXN-00106,USR-0302,MRC-0150,2023-12-06 10:28:40,2023-12-06,10,WED,19529.18,TRAVEL,UPI_QR,DEV-87169,False,False,
TXN-00107,USR-0400,MRC-0293,2023-10-02 12:52:31,2023-10-02,12,MON,30482.33,FOOD,UPI_ID,DEV-99748,True,False,
TXN-00108,USR-0285,MRC-0148,2023-08-06 21:40:41,2023-08-06,21,SUN,23064.08,CRYPTO_EXCHANGE,UPI_ID,DEV-11204,False,False,
TXN-00109,USR-0129,MRC-0247,2023-09-18 22:09:17,2023-09-18,22,MON,20218.31,FUEL,COLLECT_REQUEST,DEV-54260,True,False,
TXN-00110,USR-0228,MRC-0045,2023-04-15 15:57:00,2023-04-15,15,SAT,183.24,CRYPTO_EXCHANGE,UPI_ID,DEV-89425,True,True,VELOCITY
TXN-00111,USR-0369,MRC-0088,2024-02-16 11:41:53,2024-02-16,11,FRI,46246.43,RETAIL,UPI_ID,DEV-68132,True,False,
TXN-00112,USR-0048,MRC-0082,2023-12-09 23:43:46,2023-12-09,23,SAT,93728.92,TRAVEL,UPI_ID,DEV-30284,True,False,
TXN-00113,USR-0160,MRC-0023,2024-01-31 02:20:02,2024-01-31,2,WED,16324.92,FUEL,UPI_ID,DEV-85521,True,False,
TXN-00114,USR-0320,MRC-0198,2023-10-23 05:09:54,2023-10-23,5,MON,16444.55,GAMING,UPI_ID,DEV-91546,False,False,
TXN-00115,USR-0436,MRC-0112,2023-11-12 01:51:43,2023-11-12,1,SUN,41927.86,FOOD,UPI_QR,DEV-15581,True,False,
TXN-00116,USR-0021,MRC-0227,2023-05-05 08:13:57,2023-05-05,8,FRI,72281.64,GAMING,COLLECT_REQUEST,DEV-65185,True,False,
TXN-00117,USR-0022,MRC-0107,2023-11-06 22:46:24,2023-11-06,22,MON,798052.44,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-87568,True,True,UNUSUAL_AMOUNT
TXN-00118,USR-0461,MRC-0102,2023-07-18 10:39:01,2023-07-18,10,TUE,36326.02,FOOD,UPI_ID,DEV-73374,True,False,
TXN-00119,USR-0384,MRC-0205,2023-12-23 07:39:30,2023-12-23,7,SAT,1725.02,GAMING,COLLECT_REQUEST,DEV-18111,True,False,
TXN-00120,USR-0145,MRC-0101,2023-09-23 14:18:47,2023-09-23,14,SAT,24744.53,TRAVEL,UPI_ID,DEV-17921,True,False,
TXN-00121,USR-0186,MRC-0016,2024-02-13 08:54:05,2024-02-13,8,TUE,38682.84,TRAVEL,UPI_QR,DEV-33351,True,False,
TXN-00122,USR-0289,MRC-0176,2023-08-26 23:15:31,2023-08-26,23,SAT,8162.54,RETAIL,UPI_ID,DEV-27029,True,False,
TXN-00123,USR-0303,MRC-0191,2023-08-28 22:56:23,2023-08-28,22,MON,10919.54,TRAVEL,COLLECT_REQUEST,DEV-39695,True,False,
TXN-00124,USR-0147,MRC-0162,2023-04-09 19:34:16,2023-04-09,19,SUN,11524.59,GAMING,COLLECT_REQUEST,DEV-50335,False,False,
TXN-00125,USR-0467,MRC-0104,2023-04-30 15:30:26,2023-04-30,15,SUN,17812.5,RETAIL,UPI_ID,DEV-99189,True,False,
TXN-00126,USR-0293,MRC-0197,2023-12-26 19:41:24,2023-12-26,19,TUE,19482.97,CRYPTO_EXCHANGE,UPI_ID,DEV-85706,True,False,
TXN-00127,USR-0500,MRC-0184,2024-03-21 09:10:11,2024-03-21,9,THU,5903.0,GAMING,UPI_QR,DEV-81492,True,False,
TXN-00128,USR-0398,MRC-0229,2023-06-15 16:05:22,2023-06-15,16,THU,13379.54,FUEL,UPI_ID,DEV-51001,True,False,
TXN-00129,USR-0144,MRC-0137,2023-11-20 11:29:15,2023-11-20,11,MON,31002.76,FUEL,UPI_QR,DEV-99554,True,False,
TXN-00130,USR-0417,MRC-0126,2023-09-11 04:57:12,2023-09-11,4,MON,58018.3,GAMING,UPI_ID,DEV-26585,True,True,ACCOUNT_TAKEOVER
TXN-00131,USR-0058,MRC-0181,2023-07-21 20:40:32,2023-07-21,20,FRI,25807.11,CRYPTO_EXCHANGE,UPI_QR,DEV-95980,True,False,
TXN-00132,USR-0058,MRC-0297,2023-05-19 03:39:51,2023-05-19,3,FRI,23160.83,CRYPTO_EXCHANGE,UPI_ID,DEV-95980,False,False,
TXN-00133,USR-0113,MRC-0291,2023-11-30 22:44:17,2023-11-30,22,THU,26687.33,TRAVEL,COLLECT_REQUEST,DEV-35628,True,False,
TXN-00134,USR-0121,MRC-0295,2024-01-06 17:01:02,2024-01-06,17,SAT,34225.4,TRAVEL,UPI_QR,DEV-89161,False,False,
TXN-00135,USR-0431,MRC-0106,2023-11-06 11:11:47,2023-11-06,11,MON,10586.58,FUEL,UPI_ID,DEV-72204,True,False,
TXN-00136,USR-0303,MRC-0130,2023-05-10 06:14:30,2023-05-10,6,WED,33977.96,FOOD,COLLECT_REQUEST,DEV-39695,False,False,
TXN-00137,USR-0245,MRC-0265,2023-08-13 03:58:31,2023-08-13,3,SUN,50282.56,FOOD,UPI_QR,DEV-89193,True,False,
TXN-00138,USR-0205,MRC-0136,2024-03-20 19:41:12,2024-03-20,19,WED,25671.11,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-44697,True,False,
TXN-00139,USR-0350,MRC-0138,2023-05-13 17:06:19,2023-05-13,17,SAT,1758.62,FOOD,COLLECT_REQUEST,DEV-23691,True,False,
TXN-00140,USR-0287,MRC-0071,2023-06-09 02:45:54,2023-06-09,2,FRI,13160.59,RETAIL,UPI_QR,DEV-38740,True,False,
TXN-00141,USR-0290,MRC-0217,2023-06-16 12:14:52,2023-06-16,12,FRI,11130.24,FOOD,UPI_ID,DEV-35904,False,False,
TXN-00142,USR-0392,MRC-0125,2023-07-22 22:42:36,2023-07-22,22,SAT,57219.06,RETAIL,UPI_QR,DEV-86331,True,False,
TXN-00143,USR-0368,MRC-0066,2023-07-16 14:10:31,2023-07-16,14,SUN,10435.8,GAMING,UPI_QR,DEV-62473,True,False,
TXN-00144,USR-0085,MRC-0218,2023-04-03 19:25:38,2023-04-03,19,MON,27171.5,GAMING,COLLECT_REQUEST,DEV-25339,True,False,
TXN-00145,USR-0394,MRC-0181,2023-07-20 01:47:36,2023-07-20,1,THU,5201.3,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-92988,True,False,
TXN-00146,USR-0241,MRC-0170,2023-11-18 02:42:24,2023-11-18,2,SAT,38167.46,FUEL,UPI_QR,DEV-50388,True,False,
TXN-00147,USR-0399,MRC-0192,2023-07-19 00:10:48,2023-07-19,0,WED,46418.16,GAMING,COLLECT_REQUEST,DEV-15734,True,False,
TXN-00148,USR-0329,MRC-0003,2024-02-28 06:32:56,2024-02-28,6,WED,52832.55,FOOD,COLLECT_REQUEST,DEV-71893,False,False,
TXN-00149,USR-0009,MRC-0271,2023-05-08 16:06:21,2023-05-08,16,MON,22206.11,FUEL,COLLECT_REQUEST,DEV-97675,True,False,
TXN-00150,USR-0009,MRC-0250,2023-12-22 02:31:39,2023-12-22,2,FRI,38270.3,GAMING,UPI_ID,DEV-97675,False,False,
TXN-00151,USR-0462,MRC-0205,2023-11-16 19:04:00,2023-11-16,19,THU,6285.63,GAMING,UPI_QR,DEV-65489,True,False,
TXN-00152,USR-0466,MRC-0186,2024-03-29 01:33:17,2024-03-29,1,FRI,265246.58,GAMING,UPI_QR,DEV-30152,True,True,DORMANT_SPIKE
TXN-00153,USR-0293,MRC-0081,2023-11-22 00:15:35,2023-11-22,0,WED,73863.36,CRYPTO_EXCHANGE,UPI_ID,DEV-85706,False,False,
TXN-00154,USR-0106,MRC-0227,2023-08-12 17:09:10,2023-08-12,17,SAT,72578.84,GAMING,UPI_ID,DEV-53505,True,False,
TXN-00155,USR-0346,MRC-0295,2023-08-04 04:39:39,2023-08-04,4,FRI,42839.58,TRAVEL,UPI_QR,DEV-84831,False,False,
TXN-00156,USR-0244,MRC-0019,2023-04-16 23:32:36,2023-04-16,23,SUN,29957.3,CRYPTO_EXCHANGE,UPI_ID,DEV-39425,False,False,
TXN-00157,USR-0079,MRC-0160,2024-03-07 03:29:16,2024-03-07,3,THU,7056.59,TRAVEL,UPI_QR,DEV-86162,False,False,
TXN-00158,USR-0236,MRC-0119,2023-07-27 02:59:27,2023-07-27,2,THU,28487.34,TRAVEL,UPI_QR,DEV-64616,True,False,
TXN-00159,USR-0330,MRC-0108,2023-09-29 18:59:59,2023-09-29,18,FRI,2157.24,TRAVEL,UPI_QR,DEV-25415,True,False,
TXN-00160,USR-0042,MRC-0130,2023-11-27 01:15:50,2023-11-27,1,MON,69237.14,FOOD,UPI_QR,DEV-31835,False,False,
TXN-00161,USR-0397,MRC-0286,2023-12-04 09:16:55,2023-12-04,9,MON,5209.21,FOOD,UPI_ID,DEV-12342,True,False,
TXN-00162,USR-0057,MRC-0053,2024-01-26 09:24:49,2024-01-26,9,FRI,40988.42,CRYPTO_EXCHANGE,UPI_QR,DEV-29699,True,False,
TXN-00163,USR-0346,MRC-0152,2023-08-06 18:00:57,2023-08-06,18,SUN,34880.27,RETAIL,COLLECT_REQUEST,DEV-84831,False,False,
TXN-00164,USR-0472,MRC-0054,2024-01-04 12:11:25,2024-01-04,12,THU,14088.7,FOOD,UPI_ID,DEV-67411,True,False,
TXN-00165,USR-0357,MRC-0165,2024-01-16 01:20:44,2024-01-16,1,TUE,48969.31,FOOD,UPI_QR,DEV-17948,True,False,
TXN-00166,USR-0151,MRC-0159,2023-04-26 22:59:46,2023-04-26,22,WED,19412.21,TRAVEL,UPI_QR,DEV-89585,True,False,
TXN-00167,USR-0264,MRC-0290,2023-07-08 09:41:52,2023-07-08,9,SAT,69987.47,GAMING,UPI_QR,DEV-75440,False,False,
TXN-00168,USR-0469,MRC-0064,2023-08-25 09:36:27,2023-08-25,9,FRI,31019.05,FUEL,COLLECT_REQUEST,DEV-89006,True,False,
TXN-00169,USR-0213,MRC-0042,2023-09-22 05:27:07,2023-09-22,5,FRI,11652.74,FOOD,UPI_ID,DEV-21707,True,False,
TXN-00170,USR-0211,MRC-0128,2023-09-07 20:53:25,2023-09-07,20,THU,21674.79,CRYPTO_EXCHANGE,UPI_QR,DEV-46383,True,False,
TXN-00171,USR-0240,MRC-0266,2023-05-12 08:29:01,2023-05-12,8,FRI,10333.91,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-34393,True,False,
TXN-00172,USR-0262,MRC-0071,2024-03-30 12:08:26,2024-03-30,12,SAT,61442.06,RETAIL,UPI_ID,DEV-21175,False,False,
TXN-00173,USR-0455,MRC-0107,2023-11-27 17:07:44,2023-11-27,17,MON,23694.17,CRYPTO_EXCHANGE,UPI_QR,DEV-74945,True,False,
TXN-00174,USR-0087,MRC-0009,2023-04-20 17:30:02,2023-04-20,17,THU,18354.37,FOOD,COLLECT_REQUEST,DEV-30910,True,False,
